"Place","District(s)","Pop (cutoff 10k)"
"NTAWERE",18,
"NTAYAKACHIYA",3,
"NTECHE",1,
"NTEKO",47,
"NTEMBA",43,
"NTEMBAZANI",18,
"NTEMBE",37,
"NTEMBWE",21,
"NTEMWA",50,
"NTENCHE",1,
"NTENGA",42,
"NTESA",71,
"NTEULA","52;67",
"NTHONGA",24,
"NTIBWE",58,
"NTILIMUNA",3,
"NTIRAMULOWA",33,
"NTITIMA",1,
"NTOKA","49;54",
"NTOMBO",53,
"NTONDO",19,
"NTONDWE",63,
"NTONGO",69,
"NTONGWE",68,
"NTONKO",18,
"NTOTO",30,
"NTOWOLOLO",1,
"NTUKUMINA",67,
"NTULISHA",1,
"NTULISHYA",1,
"NTULUKA",24,
"NTUMBA",44,
"NTUMBATI",21,
"NTUMPA",40,
"NTUTA",24,
"NTWINGA",46,
"NUALA",14,
"NUKOMBO",21,
"NUKUMBA",71,
"NULALSHI",67,
"NULELUA",43,
"NUMBWE",71,
"NUNAMILA",71,
"NUNDA","6;17",
"NUNGA",47,
"NUNGANA",67,
"NUSALA",18,
"NUTUNGWE",4,
"NUYONA",5,
"NWANASHAMBA",3,
"NWANGWA",1,
"NYACHIU",22,
"NYACHIWINDA",23,
"NYACHIYANZU",54,
"NYACHUU",52,
"NYAENGE",69,
"NYAFIKANI",24,
"NYAFUMU",54,
"NYAKA",66,
"NYAKACHONKO",24,
"NYAKALUWANDO",24,
"NYAKAMBUMBA",54,
"NYAKANGOMBE",54,
"NYAKAPUNDA",24,
"NYAKASEYA",52,
"NYAKASUMBI",48,
"NYAKASWANGA",67,
"NYAKATUMBA",68,
"NYAKAUTA","22;24",
"NYAKAWANDA",54,
"NYAKAWAWE",24,
"NYAKAWENDI",24,
"NYAKOCHA",24,
"NYAKOVULA",54,
"NYAKULEMBA",24,
"NYAKULENGA",49,
"NYAKUTEMBA",48,
"NYAKUTWA",23,
"NYAKWENDA",24,
"NYALA",38,
"NYALANGA",23,
"NYALELA",67,
"NYALUGWE",23,
"NYALUKONDE",24,
"NYALUWANGA","17;21",
"NYALUWAYO",24,
"NYALUWILO",24,
"NYAMA",19,
"NYAMAKOZO",48,
"NYAMALAKA",1,
"NYAMALANI",21,
"NYAMALELE",52,
"NYAMALOPA",24,
"NYAMAMWANDI",70,
"NYAMANDELA",22,
"NYAMANJIWA",24,
"NYAMASUMBWA",68,
"NYAMATISINYANGA",68,
"NYAMAULO",20,
"NYAMAWENDE",24,
"NYAMBANZA",49,
"NYAMBE","59;66;67;68;69;70;71",
"NYAMBE KANGOTI",71,
"NYAMBE MAYONGO",71,
"NYAMBE MUSOKOTWANI",59,
"NYAMBE WA LUKESHA",68,
"NYAMBE WA MUNGENDA",66,
"NYAMBE WISIK",71,
"NYAMBI","19;53;66",
"NYAMBINGILA",48,
"NYAMBO","20;21;57",
"NYAMDERA",22,
"NYAMEA",24,
"NYAMIANA",66,
"NYAMKOPA",24,
"NYAMKUMBILA",20,
"NYAMKUSILO",24,
"NYAMPANDU",32,
"NYAMPASA",54,
"NYAMPHANDE",24,
"NYAMPHANZA",24,
"NYAMPINGA",24,
"NYAMSETA",24,
"NYAMSHETA",24,
"NYAMUKATWA",67,
"NYAMULIMA",24,
"NYAMUNDENGO",54,
"NYAMUTELO",66,
"NYAMUTINTA",52,
"NYAMUWAMA",24,
"NYAMWA",23,
"NYAMWANA",54,
"NYAMWENA",49,
"NYANCHINKO",23,
"NYANDA","19;45",
"NYANGA","53;65",
"NYANGOMBE",24,
"NYANGOZA",24,
"NYANGWALI",49,
"NYANJE",24,
"NYANJETA",24,
"NYANJIMBA",54,
"NYANJO",18,
"NYANKUNDI",24,
"NYANKWAYA",23,
"NYANZINGWE",24,
"NYAPASA",54,
"NYARVANGA",21,
"NYASOMBA",52,
"NYATANDA",48,
"NYATANDE",24,
"NYATUNGUZIKE",23,
"NYATUWANDA",24,
"NYATUWONDO",24,
"NYAVNDI",24,
"NYAVUTA CHIKWENA",24,
"NYAWA",59,
"NYAWANDA",54,
"NYAZIOMVO",19,
"NYAZIOMYU",19,
"NYAZOMA",24,
"NYEMBA","1;50",
"NYEMBE",18,
"NYENDE",55,
"NYENYESHI",13,
"NYERERE",19,
"NYEYENGO",66,
"NYIMBA",5,
"NYOKA",50,
"NYOKO",5,
"NYOLA",40,
"NYONGO",19,
"NYONGOLA",69,
"NYONYO",24,
"NYREMU",43,
"NYUKATO",32,
"NYUMBU","17;66",
"NYUMBWE",5,
"NYUNDO",24,
"NYUNDU","49;67;68;71",
"NYUNGANO",72,
"NYUNGU","66;71",
"NYUNGWE",38,
"NYUNYI",66,
"NZAMANE",19,
"NZAMBALE",65,
"NZAVU",5,
"NZELANI",45,
"NZELE",67,
"NZIMBA",71,
"NZINZI",71,
"NZOCHE",38,
"NZOCHI",38,
"NZOOLE",24,
"NZOVU","5;57",
"NZUNGE",59,
"NZUNGUNI",24,
"OAYO",66,
"OKA CHABALA",6,
"OKA KAMWENDO",6,
"OKA MATAKA",6,
"OLANDI",30,
"OLD CHIBULUMA",5,
"OLD MAGODI",21,
"OLD MANYINGA",49,
"OLD MKUSHI",4,
"OLD PETAUKE",24,
"OLD SIZUKA",71,
"OLD SONGWE",20,
"OLIGONKEZYA",56,
"OLOLO",70,
"OLOMANI",6,
"ONOLE",40,
"OOVE MSAOPE",22,
"OPULANGA",42,
"OTOMU",24,
"PACHEMBA",6,
"PADOOKO",20,
"PAELA",20,
"PAI MUTAKASHA",6,
"PAKAREPI",53,
"PAKENI MWAPE",6,
"PALANGWA",44,
"PALANYANA",69,
"PALAPALA",48,
"PALATA",59,
"PALMGROVE",21,
"PAMBAZANA",64,
"PAMBAZANI",64,
"PAMELELE",37,
"PAMODZI",16,
"PANDALA",24,
"PANDE",1,
"PANDI",19,
"PANDULA",1,
"PANGA",6,
"PANGALA",38,
"PANKU",22,
"PANSHI",3,
"PAOLOKAPEPULA",39,
"PAPALOKA",12,
"PAPELO",66,
"PAPIA",21,
"PAPOTE",38,
"PARKLANDS",10,
"PASINGE KASEMBA",6,
"PATAMA","6;12",
"PATAPOTA",68,
"PAUL CHIBUYE",6,
"PAUL CHISABULA",6,
"PAUL MWANZA",24,
"PAUL MWELWA CHILEKA",6,
"PAULO",45,
"PAULO KAMWENDO",6,
"PAULOS",38,
"PAUNDI",24,
"PAYANI",19,
"PEKANKOPWA",4,
"PEKETE",20,
"PELAMA",67,
"PELEKA",6,
"PELEKWA",68,
"PELEMBE",71,
"PELESENJE",6,
"PEMBA","19;22;38",
"PEMBAMOYO",17,
"PEMBE","22;54",
"PENCIL KALUNGWA",6,
"PENDA",43,
"PENDWE",22,
"PENGAULA",1,
"PENI LUMWANSHYA",6,
"PENJALA-CHANDA",40,
"PENSULO",6,
"PENYANI",24,
"PENZA",42,
"PEPE",19,
"PEPELA",67,
"PEPO",40,
"PETELO YUMBO",42,
"PETEMBE",6,
"PETER",38,
"PETER KAILA",38,
"PETER KAMPATI",6,
"PETRO",24,
"PETRO SIMFUKWE",47,
"PETRO SINKALA",38,
"PETROS",38,
"PETULO MUSOMALI",42,
"PEZO",68,
"PHILIP","23;42;44",
"PHILIPO","6;24",
"PHILIPO KATOLA",6,
"PHILLIP",19,
"PICADILLY CIRCUS",4,
"PIKAMALAZA",21,
"PIKAMALAZO",21,
"PIKANI",21,
"PILOLA",70,
"PILUKA",3,
"PINDOMA",4,
"PINDU",20,
"PINTWA",3,
"PIPA",18,
"PITA MULONGOTI",6,
"PITALA",6,
"PITALA MPANDE",6,
"PITI",71,
"PITILA",13,
"POGOLONI",18,
"POKOLA",67,
"POKOLWE",47,
"POKUMA",65,
"POLA",39,
"POLANDE",6,
"POLOTA","49;72",
"POLYONI",24,
"POMBALOLA",3,
"POMBOLOKA",3,
"POMPI",23,
"POMWA",40,
"PONDAMALI","22;38",
"PONDAMELE",38,
"PONDANI",23,
"PONDE","25;40;42;68",
"PONDO",18,
"PONGA PONGA",45,
"PONTINO BWALIA",6,
"PONTOON",43,
"POPILA",59,
"POPOMOZI",47,
"PORA",59,
"POTO","46;71",
"PUKA",67,
"PUKOTA",13,
"PUKUMA",1,
"PULA",42,
"PULAMU",5,
"PULAZI",20,
"PULU",66,
"PULUWE",42,
"PUMBILA CHILAKA",6,
"PUMPA",42,
"PUMPOLA",68,
"PUNDI",17,
"PUNGULA",12,
"PUNGWA",3,
"PUPI",53,
"PUTA",25,
"PUTU",57,
"PWETO",25,
"PYANA WALYA",31,
"RAPHAEL",35,
"RAPIA",37,
"RASHETA",1,
"RIVERSIDE",10,
"ROBERT","20;45",
"ROBERT CHIMPAPE",24,
"ROBERT MUGALA",38,
"ROBERT MUMBA",6,
"ROBERT MUTAMBO",38,
"ROBERT NGAMBE",38,
"ROBERT SIYAME",38,
"ROBERT ZOMBE",39,
"ROKANA",10,
"ROKI",19,
"ROMA","32;35",
"ROMYONGA",42,
"ROSA",46,
"ROSA MISSION",46,
"ROSEBERRY",27,
"RUBEN CHISHIKI",6,
"RUBEN KACHINGA",42,
"RUBENI","20;22;24",
"RUFU",19,
"RUMBUKA",37,
"RUNDE",61,
"RUSANGU",62,
"SAAMU",66,
"SABAO CHAPITA",32,
"SABASIYE",71,
"SABAU",27,
"SABAZIBI",71,
"SABE",40,
"SABIMBU",68,
"SABINDONGA",68,
"SABOLA",32,
"SABUKUBE",71,
"SABUMI",21,
"SABUNI",38,
"SABUNIKA KAUNGA",6,
"SABUTALI",71,
"SABWA",43,
"SABWIENE",55,
"SABWILO",71,
"SABWIYA",66,
"SACHALA",54,
"SACHEKA","48;49",
"SACHELO",71,
"SACHENGE",52,
"SACHI",45,
"SACHIA BWALE",6,
"SACHIAMBE",70,
"SACHIBI",71,
"SACHIBUTU",70,
"SACHIESO",71,
"SACHIKASA",68,
"SACHIKINDA",54,
"SACHILAMBO",54,
"SACHILOMBO",54,
"SACHILUNGA",68,
"SACHIMALYA",67,
"SACHINGONGO",54,
"SACHINYEMBA",48,
"SACHISENGO",48,
"SACHISHIKA","49;70",
"SACHIVUNDU",48,
"SACHUMPA",71,
"SACHUNKACHUNKA",71,
"SACINKUBU",67,
"SACITUMBU",67,
"SACITUNDU",67,
"SADUKI",24,
"SAFUKUMA",67,
"SAFUNDULA",69,
"SAIDI","18;19;21;22",
"SAIDI CHENE",43,
"SAILI",22,
"SAILUNGA",52,
"SAINGWE","67;71",
"SAINT ANTHONY'S",14,
"SAINT ANTHONYS MISSION",14,
"SAINT FRANCIS","20;53",
"SAINT JOSEPH'S",12,
"SAINT LAWRENCE",69,
"SAINT MARY'S",12,
"SAINT MARYS MISSION",12,
"SAIONI CHAIA",6,
"SAIONI MABULUCHI",6,
"SAISI","23;47",
"SAJINGA",54,
"SAKA","3;13",
"SAKABEMBA",21,
"SAKAFWAPU",67,
"SAKAHANDE",54,
"SAKAHIA",54,
"SAKAKOMA",54,
"SAKAKONGA",49,
"SAKAKUNU",66,
"SAKAKUWA",71,
"SAKALESHI",69,
"SAKALUMA",69,
"SAKALUNDA","54;68",
"SAKALUNDE",66,
"SAKAMATA",71,
"SAKAMBA",31,
"SAKAMBANJA","54;67;68",
"SAKAMIJI",48,
"SAKAMIZHI",68,
"SAKAMUSEKE",68,
"SAKAMWAMBA",52,
"SAKANGA",69,
"SAKANIA",27,
"SAKANOTO",71,
"SAKANYAWA",67,
"SAKAPALO",51,
"SAKAPALU",54,
"SAKAPANGA",68,
"SAKAPASU",70,
"SAKAPEKA",68,
"SAKAPICHA",54,
"SAKAPUCHI",71,
"SAKASOMA",54,
"SAKASUMBI",68,
"SAKATAKA",69,
"SAKATENGA",52,
"SAKATENGO","54;68",
"SAKATOLO",71,
"SAKATWALA",49,
"SAKATWALU",52,
"SAKATWANDA",68,
"SAKATWITI",71,
"SAKAUMBU",54,
"SAKAVUI",68,
"SAKAWEWE",54,
"SAKAYELU",48,
"SAKAYOMBO",67,
"SAKAYUNGA",70,
"SAKAZAU",54,
"SAKAZUNGULA",67,
"SAKENI CHIPE",6,
"SAKENI CHISAKA",6,
"SAKEYO KATANDULA",6,
"SAKO",1,
"SAKOMOKA",1,
"SAKUBITA","66;68;69",
"SAKUHUKA",68,
"SAKULANDA",68,
"SAKUMBE",69,
"SAKUNDULA",67,
"SAKUTAFUNA",69,
"SAKUTALIKA","54;67",
"SAKUTOHA",54,
"SAKUTUNGA",67,
"SAKUYA",70,
"SAKUYEMA",52,
"SALA KUNDA",6,
"SALALO",66,
"SALAMU KATIKULULA",6,
"SALAMUKA",56,
"SALANJE",19,
"SALATI CHIKOMBE",6,
"SALENI",7,
"SALIDUNDA",68,
"SALIHONGO",68,
"SALIJILA",54,
"SALIKAYA",69,
"SALIKISHI","48;49;54",
"SALIKULA",51,
"SALIKUMBI",67,
"SALILI KAPIKA",6,
"SALIMA",22,
"SALIMBUNDA","67;69",
"SALIMU",21,
"SALINGOI",67,
"SALINOKA",67,
"SALIUMA",67,
"SALIYUNGELA",67,
"SALONGA",68,
"SALUBALA",61,
"SALUBONO",71,
"SALUJINGA",52,
"SALUKOKISA",70,
"SALUMAI",54,
"SALUMAYI",66,
"SALUMBWE",71,
"SALUNDU",68,
"SALWEMBA",49,
"SALWIMBA",67,
"SAM",38,
"SAM MUWOWO",38,
"SAM NKUTU",6,
"SAMABI",70,
"SAMACHATA",68,
"SAMAFULO",71,
"SAMAHAMBA","54;70",
"SAMAHIMA",52,
"SAMAHINA","52;54",
"SAMAHITI",52,
"SAMAHONGO",68,
"SAMAHUBA",71,
"SAMAHUTU",71,
"SAMAJAMBA",66,
"SAMAKAKA",69,
"SAMAKALA",71,
"SAMAKAYI",54,
"SAMAKUTU",71,
"SAMALANDA",67,
"SAMALENGE",48,
"SAMALESU",54,
"SAMALINDA",67,
"SAMALOZANA",52,
"SAMALUKA",69,
"SAMALULU",69,
"SAMAMBA",42,
"SAMANDANJI",67,
"SAMANGA",71,
"SAMANGO",71,
"SAMANI",71,
"SAMANJATA","52;71",
"SAMANYATI",72,
"SAMASHILA",68,
"SAMASONGO",70,
"SAMASUMO",71,
"SAMATANGA",55,
"SAMATE",59,
"SAMATEMU",68,
"SAMATIBU",61,
"SAMATONGO",71,
"SAMATUNGA",70,
"SAMAYANDA",51,
"SAMAZIAO",71,
"SAMBA","6;39",
"SAMBAIMBAI",69,
"SAMBALA",71,
"SAMBALAKATO",68,
"SAMBALAMA",49,
"SAMBAMBI","67;68;72",
"SAMBANDU",49,
"SAMBANGOMBE",18,
"SAMBANI",32,
"SAMBAULA",68,
"SAMBAZA",54,
"SAMBE",70,
"SAMBESI MWANJE",6,
"SAMBI",70,
"SAMBIANA",69,
"SAMBILA",71,
"SAMBILE",71,
"SAMBILISHI",68,
"SAMBINGILA","54;67",
"SAMBO",20,
"SAMBOLE",70,
"SAMBULALU",69,
"SAMBULELO",1,
"SAMBUTUTU",71,
"SAMBWE",42,
"SAMBWECHI",67,
"SAMBWESHI",53,
"SAMBWETI",67,
"SAMENDELO",67,
"SAMENEKA",69,
"SAMEYI",70,
"SAMFWE",40,
"SAMFYA MISSION",31,
"SAMIHUMA",66,
"SAMILANGU",67,
"SAMILIMO",54,
"SAMINIMBA",67,
"SAMISISI",71,
"SAMITAMBI",67,
"SAMITEMBO",68,
"SAMITUNTA",71,
"SAMIWANGU",71,
"SAMIYENGO",49,
"SAMOCHILA",5,
"SAMOLANDA",69,
"SAMOSHELA",69,
"SAMPA",40,
"SAMPANDE",71,
"SAMPATIKA",42,
"SAMPENI",71,
"SAMPOKO",68,
"SAMSON","20;22;38;42;45",
"SAMSON CHIKATASHI",6,
"SAMSON MULAMBYA",38,
"SAMSON NGOSA",6,
"SAMSON SIYAME",38,
"SAMSONI MWAPESENU",6,
"SAMU","1;31",
"SAMU NGOSA",6,
"SAMUBI",67,
"SAMUEL","22;24",
"SAMUEL CHIPEPE",6,
"SAMUELE",67,
"SAMUHATA",69,
"SAMUJABA",52,
"SAMUJATA",52,
"SAMUJIMU",54,
"SAMUKANDA",69,
"SAMUKELA",2,
"SAMUKICHE",71,
"SAMUKIMBA",67,
"SAMUKITI",71,
"SAMUKONO",67,
"SAMUKOPA",71,
"SAMUKUMA",68,
"SAMUKUMBI",54,
"SAMUKWAMBA",68,
"SAMULAMBO",66,
"SAMULINDA",69,
"SAMULINGA",68,
"SAMUMANGU",70,
"SAMUNDENDA",66,
"SAMUNEKO",68,
"SAMUNGAMBA",54,
"SAMUNGOLE",67,
"SAMUNTAMFU",71,
"SAMUNYINGA",52,
"SAMUNYUMBWE",67,
"SAMUSALU",68,
"SAMUSOLE",70,
"SAMUSWEKA",49,
"SAMUTALA",66,
"SAMUTAMSU",71,
"SAMUTEBA",52,
"SAMUTELA",49,
"SAMUTUMWA",69,
"SAMUTUTA",68,
"SAMUTWI",67,
"SAMUWANA",52,
"SAMUWEMA",67,
"SAMUWIKA",54,
"SAMUYA",66,
"SAMUYEYI",67,
"SAMUZALA",48,
"SAMVULA",52,
"SAMWALI",71,
"SAMWAMBO",67,
"SAMWAMBU",54,
"SAMWANJI",54,
"SAMWANZA",71,
"SAMWELE","19;20",
"SAMWELL KAMPESHI",6,
"SAMWELL LUBA",6,
"SAMWENDA",71,
"SAMWILA",67,
"SAN ALA",71,
"SANAMBILA",71,
"SANCHELA",70,
"SANCTA MARIA",68,
"SANDALA",68,
"SANDALA KALUNGA",6,
"SANDANDULA",67,
"SANDANGOMBE",53,
"SANDAULA",69,
"SANDAVU",59,
"SANDE",37,
"SANDE MANYOLWA",6,
"SANDE MULUNGWE",6,
"SANDEMBA",54,
"SANDI",66,
"SANDOMBO",54,
"SANDONGO",71,
"SANGA",71,
"SANGA SANGA",38,
"SANGAMBO","48;66;71",
"SANGAYA",72,
"SANGO",63,
"SANGOLOSHI",68,
"SANGOMBE","49;71",
"SANGONGOLA",69,
"SANGU JACK",71,
"SANGWAPO",45,
"SANGWI",6,
"SANJAMBA",68,
"SANJE","5;24",
"SANJONGO","54;67",
"SANJONJO",48,
"SANJUNGU",71,
"SANKAIA",60,
"SANKALIMBA",40,
"SANKOLI",71,
"SANKULA",43,
"SANKUMBI",70,
"SANKUMBWA",70,
"SANKWENDENDI",71,
"SANONO",67,
"SANSEMUNA",55,
"SANSI",38,
"SANTA MARIA",36,
"SANTANDO",71,
"SANTANINI",6,
"SANTASE",70,
"SANTUMBA",67,
"SANYAMBE",72,
"SANYAMKA",71,
"SANYAMUKA",67,
"SANYANTA",47,
"SANYEMBA",66,
"SANZILA",71,
"SAPALAMANGO",71,
"SAPALATA",67,
"SAPANI",4,
"SAPASA",68,
"SAPETA",52,
"SAPEZO",48,
"SAPI",66,
"SARA",69,
"SARAPUKA",54,
"SARENI",7,
"SASALI",68,
"SASAWALA",20,
"SASHINDE",68,
"SASINDA",69,
"SASISA",69,
"SASUNGA",68,
"SASWABILI",70,
"SATANI",24,
"SATI CHAWE",6,
"SATOKA","42;48",
"SATUMBA",54,
"SAULE",24,
"SAULO",3,
"SAULO CHINTU",6,
"SAUMONI KASINJE",6,
"SAUSANDE CHANGWE",6,
"SAUTI MUBENGWA",6,
"SAUTI MULUNGU",6,
"SAVALA",20,
"SAVIA",21,
"SAVIEMBA",48,
"SAVIHEMBA",48,
"SAVISONGA",49,
"SAWALALA",67,
"SAWAZA",19,
"SAYAMA",67,
"SAYAVWA",54,
"SAYE",55,
"SAYELA",70,
"SAYIRI","19;22",
"SAYITO",48,
"SAYONI MSASA",6,
"SAYWA",70,
"SAZHI","68;69",
"SAZIBILA",71,
"SAZINGA",66,
"SAZINGU",70,
"SAZUE",69,
"SEBLONI MUSINGA",6,
"SEBULONI MUSINGA",6,
"SEBULONI SAMBWA",6,
"SEBUNDA",29,
"SECONDE LUENGA",6,
"SEFU","18;48;54",
"SEFULA",69,
"SEJIMI",52,
"SEKA",19,
"SEKAYO",6,
"SEKELA","8;70",
"SEKELANI",24,
"SEKELETI",6,
"SEKELIO",6,
"SEKESA",67,
"SEKETA",40,
"SEKETE",71,
"SEKONDE LUENGA",6,
"SEKONDE MASHIMIKILA",6,
"SEKONDE MUSOKO",6,
"SEKU",50,
"SEKUTE",59,
"SEKUTI",59,
"SEKUTINYANA",59,
"SELE",37,
"SELEMANI","39;42",
"SELENGE",6,
"SELONGA",71,
"SELUKA",5,
"SELWA","66;68",
"SEMBULULE",67,
"SEMENTI",42,
"SEMPALA",12,
"SEMPIEKA",67,
"SEMU",42,
"SENANGA",70,
"SENDA",42,
"SENDAMBO",54,
"SENDAMBU",54,
"SENDE",69,
"SENENZI",20,
"SENETE",69,
"SENGA HILL",42,
"SENGELENGE",49,
"SENKA",42,
"SENKOBO",59,
"SENSE",20,
"SENSEKA",1,
"SENSENTA",12,
"SEPA",21,
"SEPE KATOBA",6,
"SEPETI",37,
"SERAMPUTA",71,
"SEREMAKI",19,
"SERENJE",6,
"SESAMATALI",52,
"SESHONDA",69,
"SETE",68,
"SETI MANIKUNDA",6,
"SEWA","20;24",
"SEWAMKOKYO",24,
"SEWE",48,
"SEYA",20,
"SEZUMA",71,
"SHAAKUTE",57,
"SHABA",1,
"SHABABWA",63,
"SHABALU",57,
"SHABO",67,
"SHABUKOME",58,
"SHABWALALA",1,
"SHACHELE","3;5",
"SHACHISHOMA",63,
"SHADOLA",67,
"SHADRACK",39,
"SHADREKI MAILO",6,
"SHADULA",22,
"SHAEMU MWAPE",6,
"SHAFUKUMA",1,
"SHAFULU",55,
"SHAILI",67,
"SHAIWILA",4,
"SHAJIMWANZA",57,
"SHAJINKWENGWE",57,
"SHAKACHERE",62,
"SHAKAKOMA",63,
"SHAKALIMA",4,
"SHAKALYA BANYAMA SCHOOL",64,
"SHAKAPALU",57,
"SHAKOMBELA",68,
"SHAKUBANGA",67,
"SHAKULYA",61,
"SHAKUMBILA",5,
"SHAKUPIA",70,
"SHALANDWE",57,
"SHALANGA",63,
"SHALILA",67,
"SHALOBA","57;67",
"SHALUBALA",5,
"SHALUWILA",4,
"SHAMABABA",5,
"SHAMABI",67,
"SHAMAFUMBA",5,
"SHAMAKUA",67,
"SHAMAKULA",5,
"SHAMAKULIKA",1,
"SHAMALENGE",53,
"SHAMALIMU",33,
"SHAMANGA",67,
"SHAMANYA",70,
"SHAMAOMA","53;67",
"SHAMAPANGO",5,
"SHAMAPULA",57,
"SHAMATULI",61,
"SHAMAWA",43,
"SHAMAYANDA",67,
"SHAMBOKO",24,
"SHAMBOLE",18,
"SHAMBOSI",5,
"SHAMBWE",70,
"SHAMENO",4,
"SHAMFULILA",3,
"SHAMFUTI",12,
"SHAMINDA",1,
"SHAMUBANGA",68,
"SHAMUNUNGU",57,
"SHAMUSHINKA",1,
"SHAMUTEYA",11,
"SHAMUTI",68,
"SHAMUTIKA",63,
"SHAMUYOYO",68,
"SHAMWALIE",71,
"SHAMWERI",67,
"SHANAMATO",66,
"SHANDANSHI",1,
"SHANDAVU",58,
"SHANDUMA",5,
"SHANGA",6,
"SHANGABOKELA",50,
"SHANGALA",33,
"SHANGAMBO",67,
"SHANGOMBA",66,
"SHANGONGO","67;68",
"SHANGUNI",3,
"SHANGWA",63,
"SHANJUNGU",57,
"SHANKABO",1,
"SHANKALANGE",55,
"SHANKANDAULE",57,
"SHANKUBA",63,
"SHANKWASHI",57,
"SHANKWAYA",57,
"SHANKWESU",63,
"SHANOBE",1,
"SHANSONGA",63,
"SHANTANDA",57,
"SHANTEBE",5,
"SHANYEMBA",30,
"SHANYOMBO",2,
"SHANZUCHI",63,
"SHANZUNGULI",63,
"SHAPALI",61,
"SHAPEMBE",67,
"SHAPOLA",32,
"SHAPOLAO",32,
"SHATAULA",3,
"SHATI",68,
"SHATOBOLA",32,
"SHAWALALA",67,
"SHAWATI",19,
"SHAYAMA",67,
"SHAYENGE",67,
"SHEBA",69,
"SHEKELA",70,
"SHEKI",6,
"SHELEMBA",67,
"SHELENI",59,
"SHEM",47,
"SHEM NSAKALULA",6,
"SHEMU",47,
"SHESHEKE",71,
"SHEWELAS",68,
"SHEZONGO",57,
"SHIAKAINGA",60,
"SHIBIDI",67,
"SHIBOMBA",5,
"SHIBUCHINGA",8,
"SHIBUNDA",29,
"SHIBUSENGA",57,
"SHIBUYINJI",3,
"SHIBUYUNJE",5,
"SHIBUYUNJI",5,
"SHICHALWE",24,
"SHICHILOMBWE",5,
"SHICHONGWE",1,
"SHIFONKULA",32,
"SHIKABUWA",57,
"SHIKALENGE",53,
"SHIKALINGA",18,
"SHIKALYATOMBWE",5,
"SHIKAMBA",4,
"SHIKAMBOMA",58,
"SHIKANGA",67,
"SHIKANKA",1,
"SHIKANKULWA",36,
"SHIKANU",66,
"SHIKAPASHI",57,
"SHIKAPOME",1,
"SHIKAPWASHA",1,
"SHIKASENDE",40,
"SHIKASEWA",33,
"SHIKATENDE",5,
"SHIKAVUNGABANTU",57,
"SHIKAWETA",32,
"SHIKEBO",57,
"SHIKISHI KABUNGO",6,
"SHIKOLOPA",63,
"SHIKOMBOLA",3,
"SHIKOMO",5,
"SHIKONGI",67,
"SHIKOSWE",33,
"SHIKUBE",58,
"SHIKUTENDE",5,
"SHIKWE",67,
"SHILALA",66,
"SHILANGWE",5,
"SHILENDA",53,
"SHILIBELO",57,
"SHILUBONA",1,
"SHILUNGIKA",3,
"SHIMA",54,
"SHIMABALA",33,
"SHIMALOWA",58,
"SHIMALWANI",57,
"SHIMBA",30,
"SHIMBALI","67;68",
"SHIMBASHIMBA",3,
"SHIMBI",52,
"SHIMBOTWE",57,
"SHIMBULO",1,
"SHIMBUNDU",67,
"SHIMBWI NA NANGILI",68,
"SHIMEYO JEWE",6,
"SHIMFWAMBA",63,
"SHIMILUNGU",26,
"SHIMKAKATEA",55,
"SHIMKUMA",6,
"SHIMOKO MULUNDA",32,
"SHIMONDE",1,
"SHIMONGELA",5,
"SHIMONI CHIKAMBA",6,
"SHIMPANA",1,
"SHIMPANYA",67,
"SHIMPEMBA",32,
"SHIMUKOPALA",63,
"SHIMUKUNAMI",12,
"SHIMUKUNI",1,
"SHIMUKUNVAMA",12,
"SHIMULAMBA",40,
"SHIMULOMBELA",63,
"SHIMUMBI",41,
"SHIMUNGALA",63,
"SHIMUNUNGU",63,
"SHIMWALULE",37,
"SHIMWANSA",32,
"SHIMWEGELA",33,
"SHIMWELELA",45,
"SHIMWENYA",39,
"SHIMWITA",45,
"SHINDIKA",67,
"SHINDOLA",49,
"SHINDU",59,
"SHINDULINGA",68,
"SHINGO",54,
"SHINGOLE",67,
"SHINGOMA",61,
"SHINI",42,
"SHINKUBO",5,
"SHINONDO",44,
"SHINTEMBE","1;3",
"SHINYANCHA",67,
"SHINYELE",45,
"SHIPAKU",57,
"SHIPALALA",44,
"SHIPALAMANGULA",68,
"SHIPANDA",13,
"SHIPANDAKANA",68,
"SHIPANDE",63,
"SHIPANUKA",32,
"SHIPOKOLA",3,
"SHIPOKOLA DANIEL",3,
"SHIPYANDI",4,
"SHISHINKA",4,
"SHISONA",39,
"SHITAMINA",45,
"SHITIMA",28,
"SHITONI",53,
"SHITONKO MUSONGO",4,
"SHIWA NGANDU",37,
"SHIWANGE",50,
"SHIYALA","1;3;33",
"SHIYANDA",20,
"SHIZHEKA",67,
"SHOBA",1,
"SHODOLA",67,
"SHOKO",71,
"SHOKOTO",67,
"SHOMA",67,
"SHOMBWILA",63,
"SHONENA",67,
"SHONGE",66,
"SHONGWE",66,
"SHONONGO",6,
"SHUMBWAMUNTU",57,
"SHUMBWE",5,
"SHUNGENU",67,
"SHUNGU",1,
"SHUWANGA","66;69",
"SHWANAMAUNGA",70,
"SHWANANGOYI",68,
"SIABALENGU",59,
"SIABAMBA",56,
"SIABANYAMA",59,
"SIABASEFU","62;64",
"SIABASUNE",62,
"SIABASWI",65,
"SIABE",67,
"SIABELE",64,
"SIABENE","56;59",
